Segment,Country,Product,Discount_Band,Units_Sold,Manufacturing_Price,Sale_Price,Gross_Sales,Discounts,Sales,COGS,Profit,Date,Month_Number,Month_Name,Year,Profit_Margin_Pct,Gross_Margin_Pct,Discount_Pct,Unit_Profit,Unit_Cost,Markup_Pct,Contribution_Margin,Contribution_Margin_Pct,Quarter,Week,Day_of_Week,Is_Weekend,Fiscal_Year,Year_Month,Revenue_Category,Profit_Category,Discount_Tier,Sales_Per_Unit,COGS_Per_Unit,Discount_Per_Unit,Is_High_Margin,Is_Loss,Is_Heavy_Discount
Channel Partners,Mexico,Velo,High,500,120,12,6000.0,900.0,5100.0,1500.0,3600.0,2014-01-03,3,March,2014,70.59,70.59,15.0,7.2,3.0,-90.0,3600.0,70.59,1,1,Friday,0,2014,2014-01,Small,Low Profit,High Discount,10.2,3.0,1.8,1,0,0
Midmarket,France,Velo,High,2826,120,15,42390.0,6358.5,36031.5,28260.0,7771.5,2014-01-05,5,May,2014,21.57,21.57,15.0,2.75,10.0,-87.5,7771.5,21.57,1,1,Sunday,1,2015,2014-01,Medium,Medium Profit,High Discount,12.75,10.0,2.25,0,0,0
Enterprise,France,Velo,High,663,120,125,82875.0,12431.25,70443.75,79560.0,-9116.25,2014-01-09,9,September,2014,-12.94,-12.94,15.0,-13.75,120.0,4.17,-9116.25,-12.94,1,2,Thursday,0,2015,2014-01,Large,Loss,High Discount,106.25,120.0,18.75,0,1,0
Small Business,United States Of America,Velo,High,2574,120,300,772200.0,115830.0,656370.0,643500.0,12870.0,2013-01-11,11,November,2013,1.96,1.96,15.0,5.0,250.0,150.0,12870.0,1.96,1,2,Friday,0,2014,2013-01,Enterprise,Medium Profit,High Discount,255.0,250.0,45.0,0,0,0
Enterprise,United States Of America,Velo,High,2438,120,125,304750.0,45712.5,259037.5,292560.0,-33522.5,2013-01-12,12,December,2013,-12.94,-12.94,15.0,-13.75,120.0,4.17,-33522.5,-12.94,1,2,Saturday,1,2014,2013-01,Enterprise,Loss,High Discount,106.25,120.0,18.75,0,1,0
Channel Partners,United States Of America,Velo,High,914,120,12,10968.0,1645.2,9322.8,2742.0,6580.799999999999,2014-01-12,12,December,2014,70.59,70.59,15.0,7.2,3.0,-90.0,6580.799999999999,70.59,1,2,Sunday,1,2015,2014-01,Small,Medium Profit,High Discount,10.2,3.0,1.8,1,0,0
Government,Canada,Vtt,High,865,250,20,17310.0,2596.5,14713.5,8655.0,6058.5,2014-01-07,7,July,2014,41.18,41.18,15.0,7.0,10.01,-92.0,6058.5,41.18,1,2,Tuesday,0,2015,2014-01,Medium,Medium Profit,High Discount,17.01,10.01,3.0,1,0,0
Midmarket,Germany,Vtt,High,492,250,15,7380.0,1107.0,6273.0,4920.0,1353.0,2014-01-07,7,July,2014,21.57,21.57,15.0,2.75,10.0,-94.0,1353.0,21.57,1,2,Tuesday,0,2015,2014-01,Small,Low Profit,High Discount,12.75,10.0,2.25,0,0,0
Government,United States Of America,Vtt,High,267,250,20,5340.0,801.0,4539.0,2670.0,1869.0,2013-01-10,10,October,2013,41.18,41.18,15.0,7.0,10.0,-92.0,1869.0,41.18,1,2,Thursday,0,2014,2013-01,Small,Low Profit,High Discount,17.0,10.0,3.0,1,0,0
Midmarket,Germany,Vtt,High,1175,250,15,17625.0,2643.75,14981.25,11750.0,3231.25,2014-01-10,10,October,2014,21.57,21.57,15.0,2.75,10.0,-94.0,3231.25,21.57,1,2,Friday,0,2015,2014-01,Medium,Low Profit,High Discount,12.75,10.0,2.25,0,0,0
Enterprise,Canada,Vtt,High,2954,250,125,369250.0,55387.5,313862.5,354480.0,-40617.5,2013-01-11,11,November,2013,-12.94,-12.94,15.0,-13.75,120.0,-50.0,-40617.5,-12.94,1,2,Friday,0,2014,2013-01,Enterprise,Loss,High Discount,106.25,120.0,18.75,0,1,0
Enterprise,Germany,Vtt,High,552,250,125,69000.0,10350.0,58650.0,66240.0,-7590.0,2014-01-11,11,November,2014,-12.94,-12.94,15.0,-13.75,120.0,-50.0,-7590.0,-12.94,1,2,Saturday,1,2015,2014-01,Large,Loss,High Discount,106.25,120.0,18.75,0,1,0
Government,France,Vtt,High,293,250,20,5860.0,879.0,4981.0,2930.0,2051.0,2014-01-12,12,December,2014,41.18,41.18,15.0,7.0,10.0,-92.0,2051.0,41.18,1,2,Sunday,1,2015,2014-01,Small,Low Profit,High Discount,17.0,10.0,3.0,1,0,0
Small Business,France,Amarilla,High,2475,260,300,742500.0,111375.0,631125.0,618750.0,12375.0,2014-01-03,3,March,2014,1.96,1.96,15.0,5.0,250.0,15.38,12375.0,1.96,1,1,Friday,0,2014,2014-01,Enterprise,Medium Profit,High Discount,255.0,250.0,45.0,0,0,0
Small Business,Mexico,Amarilla,High,546,260,300,163800.0,24570.0,139230.0,136500.0,2730.0,2014-01-10,10,October,2014,1.96,1.96,15.0,5.0,250.0,15.38,2730.0,1.96,1,2,Friday,0,2015,2014-01,Enterprise,Low Profit,High Discount,255.0,250.0,45.0,0,0,0
Government,Mexico,Montana,High,1368,5,7,9576.0,1436.4,8139.6,6840.0,1299.6000000000004,2014-01-02,2,February,2014,15.97,15.97,15.0,0.95,5.0,40.0,1299.6000000000004,15.97,1,1,Thursday,0,2014,2014-01,Small,Low Profit,High Discount,5.95,5.0,1.05,0,0,0
Government,Canada,Paseo,High,723,10,7,5061.0,759.15,4301.85,3615.0,686.8500000000004,2014-01-04,4,April,2014,15.97,15.97,15.0,0.95,5.0,-30.0,686.8500000000004,15.97,1,1,Saturday,1,2015,2014-01,Small,Low Profit,High Discount,5.95,5.0,1.05,0,0,0
Channel Partners,United States Of America,Vtt,High,1806,250,12,21672.0,3250.8,18421.2,5418.0,13003.2,2014-01-05,5,May,2014,70.59,70.59,15.0,7.2,3.0,-95.2,13003.2,70.59,1,1,Sunday,1,2015,2014-01,Medium,Medium Profit,High Discount,10.2,3.0,1.8,1,0,0
